id,gpt3_id,gpt3_created,gpt3_model,engine,timestamp,temperature,presence_penalty,frequency_penalty,instr_text,aut_object,gpt3_response
1,1,1,1,text-davinci-002,2022-04-22 19:38:18.978655,0.67,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
2,1,1,1,text-davinci-002,2022-04-22 19:38:18.978672,0.67,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
3,1,1,1,text-davinci-002,2022-04-22 19:38:18.978680,0.67,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
4,1,1,1,text-davinci-002,2022-04-22 19:38:18.978687,0.68,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
5,1,1,1,text-davinci-002,2022-04-22 19:38:18.978694,0.68,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
6,1,1,1,text-davinci-002,2022-04-22 19:38:18.978701,0.68,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
7,1,1,1,text-davinci-002,2022-04-22 19:38:18.978708,0.6900000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
8,1,1,1,text-davinci-002,2022-04-22 19:38:18.978732,0.6900000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
9,1,1,1,text-davinci-002,2022-04-22 19:38:18.978742,0.6900000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
10,1,1,1,text-davinci-002,2022-04-22 19:38:18.978750,0.7000000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
11,1,1,1,text-davinci-002,2022-04-22 19:38:18.978757,0.7000000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
12,1,1,1,text-davinci-002,2022-04-22 19:38:18.978763,0.7000000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
13,1,1,1,text-davinci-002,2022-04-22 19:38:18.978770,0.7100000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
14,1,1,1,text-davinci-002,2022-04-22 19:38:18.978777,0.7100000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
15,1,1,1,text-davinci-002,2022-04-22 19:38:18.978784,0.7100000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
16,1,1,1,text-davinci-002,2022-04-22 19:38:18.978790,0.7200000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
17,1,1,1,text-davinci-002,2022-04-22 19:38:18.978797,0.7200000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
18,1,1,1,text-davinci-002,2022-04-22 19:38:18.978804,0.7200000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
19,1,1,1,text-davinci-002,2022-04-22 19:38:18.978811,0.7300000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
20,1,1,1,text-davinci-002,2022-04-22 19:38:18.978819,0.7300000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
21,1,1,1,text-davinci-002,2022-04-22 19:38:18.978826,0.7300000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
22,1,1,1,text-davinci-002,2022-04-22 19:38:18.978833,0.7400000000000001,1,1,"What are some creative uses for a book? The goal is to come up with creative ideas, which are ideas that strike people as clever, unusual, interesting, uncommon, humorous, innovative, or different. List 9 creative uses for a book.",book,1
